Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
ydcY	8.2013	8.6569	8.5	8.9506	8.766	8.359	8.677	8.7573	9.3412	9.3707	9.4621	9.2	9.2009	9.3968	9.3025	9.2492	9.4442	9.3063	9.5051	9.2521	9.4445	9.4864	9.8714	9.9212	10.054	9.1818	9.1216	9.2969	8.9069	9.2532	9.1372	9.2311	9.1383	9.349	9.4957	9.5432	9.4812	9.3867	9.4954	9.4365	9.7794	9.8047	9.906	9.329	9.3998	9.5912	9.3645	9.3394	9.2145	9.5382	9.7008	9.5029	9.5065	9.5507	9.5491	9.473	9.5491	9.395	9.2255	8.8308	9.3151	9.689	9.6903	9.7151	9.3044	9.6763	9.6095	9.4757	9.6051	9.611	9.5094	9.6631	9.698	9.8374	9.5817	9.6479	9.7142	9.7579	9.5495	9.4069	9.5896	9.5691	9.3049	9.8046	9.732	9.7109	9.4546	9.525	9.5213	9.4077	9.4022	9.5874	9.5603	9.5883	9.5471	9.6761	9.7571	9.7015	9.8996	9.5159		cytosol [GO:0005829]		
ydcZ	7.0922	6.869	7.2513	7.5151	7.466	7.2331	6.8791	6.9266	7.5593	7.5047	7.2703	7.6021	7.4481	7.5676	7.348	7.189	7.3971	7.64	7.6608	7.5764	7.5184	7.5805	7.6359	7.5936	7.5855	7.3436	7.3896	7.6478	7.2238	7.2021	7.3194	7.2476	7.2383	7.2559	7.2423	7.2962	7.5148	7.3419	7.2668	7.2611	7.8071	7.9652	7.8107	8.0878	8.0335	8.0318	7.9342	7.9697	7.9954	8.0066	8.0705	8.0436	7.8744	7.8146	7.976	7.9847	8.0676	7.987	7.9616	8.6692	8.007	8.0784	8.4629	8.1645	8.1095	7.7513	7.8345	8.0485	7.5174	7.9063	7.8004	7.7248	7.5575	7.6938	7.804	7.9092	7.906	7.893	7.8157	7.7379	7.7367	7.8321	7.9169	8.577	8.3432	8.5267	8.6504	8.3847	8.2381	8.1568	8.2112	8.3434	8.2719	8.357	8.4244	8.3193	8.2083	8.5509	8.4335	8.7506		integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane| Multi-pass membrane protein.
yddA	5.7642	6.014	5.8865	6.0232	5.4426	5.8143	5.8009	5.7726	6.6926	6.6165	6.1868	6.0573	6.4306	6.3713	6.7046	6.4164	6.4394	6.7013	6.8425	6.4009	6.3897	6.4289	6.6682	6.6732	6.4801	6.3998	6.4272	6.6483	6.3776	6.3183	6.6809	6.183	6.4909	6.3273	6.3684	6.541	6.388	6.5886	6.5014	6.4085	6.363	6.6946	6.5035	6.3239	6.2535	6.2865	6.1659	6.7763	6.3295	7.4658	6.6848	6.3103	6.2752	6.2228	6.375	6.1597	6.1971	6.375	6.2545	6.3234	6.4023	6.3943	6.4264	6.6521	6.4648	6.6918	6.7524	6.673	6.54	6.3827	6.4967	7.2037	7.201	7.0456	7.2328	7.4504	7.179	7.2776	7.2279	7.468	6.5721	6.5266	6.4926	7.1103	6.951	7.1521	6.8206	6.8738	7.0118	6.8318	6.8594	6.7814	6.7228	6.9082	6.5611	6.9162	6.9547	6.8466	6.5267	7.4032		integral component of membrane [GO:0016021]| integral component of plasma membrane [GO:0005887]| plasma membrane [GO:0005886]	ATPase activity [GO:0016887]| ATPase-coupled transmembrane transporter activity [GO:0042626]| ATP binding [GO:0005524]	SUBCELLULAR LOCATION: Cell inner membrane| Multi-pass membrane protein.
yddB	6.2041	6.3655	6.375	6.4613	6.0023	6.2764	5.576	5.6146	6.5044	6.1875	6.1604	6.2761	6.3434	6.353	6.4961	6.3172	6.7629	7.0833	7.0309	6.5845	6.437	6.8395	6.807	6.9674	6.8384	6.3636	6.4619	6.6207	6.1488	6.2911	6.3184	5.9943	6.0617	6.3121	6.3452	6.4347	6.152	6.3121	6.0079	6.1972	6.7341	6.7748	6.7186	6.4535	6.4764	6.386	6.2974	7.3779	6.0065	7.9105	6.8916	6.4377	6.1154	6.1613	6.2082	6.2168	6.2074	6.4832	6.3724	6.6236	6.5705	6.5199	6.5419	6.9781	6.8056	6.8885	7.1848	6.9621	6.6904	6.7604	6.7871	8.1321	8.1475	7.8035	8.2512	8.5915	8.4231	8.2235	8.2354	8.608	6.8029	6.7763	6.7007	6.8131	7.1609	7.015	6.7891	6.5004	6.9563	6.9671	6.8236	6.944	7.0419	7.1415	6.3653	6.3691	6.5771	6.2027	6.0155	7.5073				
yddE	7.6074	8.0022	7.8367	8.406	7.7416	7.4631	7.3939	7.3619	8.2478	7.7046	7.9294	7.4869	8.0438	7.9311	8.0822	7.8352	7.9009	8.0559	8.0642	7.9161	7.9072	7.9264	8.2213	8.1548	8.1806	7.81	8.0883	8.0175	7.7152	7.7923	7.7749	7.629	7.8017	7.8997	7.9882	7.9598	7.7949	8.0578	8.0506	7.8715	8.3383	8.3154	8.5141	8.4229	8.481	8.5426	8.2618	8.1193	8.1361	8.5248	8.5456	8.3923	8.3875	8.4078	8.4574	8.5101	8.4908	8.4565	8.2867	8.3093	8.1937	8.6226	8.5808	8.572	8.4034	8.0899	8.1433	8.2633	8.1679	8.2027	8.2144	8.2293	8.2822	8.1023	8.335	8.3035	8.3463	8.3661	8.2617	8.3799	8.2236	8.3408	8.1715	8.7843	8.5473	8.5292	8.5317	8.6396	8.3019	8.1719	8.2396	8.1702	8.3	8.3633	8.3993	8.6844	8.1935	8.0111	8.1723	8.472	biosynthetic process [GO:0009058]	cytoplasm [GO:0005737]	isomerase activity [GO:0016853]	
yddG	6.8131	6.8365	6.7633	6.856	6.7923	6.8592	6.1337	6.1914	6.8289	6.5834	6.8006	6.6217	6.8389	7.1003	6.7868	6.6548	7.1175	6.8134	7.275	7.0661	7.0475	7.0693	6.8629	6.9435	6.8817	7.0395	6.647	7.1276	6.8638	6.7784	6.84	6.5457	6.6285	6.6444	6.6781	6.5929	6.6491	7.0219	6.7306	6.5576	7.6763	7.6865	7.6268	7.9341	8.0017	7.8641	8.1192	7.7401	7.9462	7.5484	7.7206	7.6515	7.417	7.3565	7.5591	7.8474	7.9249	7.869	7.922	7.8508	8.0219	7.7847	7.6746	7.8216	8.3053	7.3577	7.5772	7.8714	7.5155	7.4888	7.5371	7.4619	7.2085	7.3161	7.591	7.2989	7.5002	7.6636	7.4057	7.4991	7.3932	7.3553	7.4955	7.6855	7.4117	7.6779	7.3718	7.6105	7.2738	7.2896	7.2462	6.9238	7.2393	7.2046	7.2922	7.4135	7.7141	7.2892	6.9995	7.2292	amino acid export across plasma membrane [GO:0032973]	integral component of plasma membrane [GO:0005887]	amino acid transmembrane transporter activity [GO:0015171]| aromatic amino acid transmembrane transporter activity [GO:0015173]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:21042032}| Multi-pass membrane protein {ECO:0000269|PubMed:21042032}.
yddH	8.1051	8.2951	7.7769	8.2199	7.5047	7.8638	7.375	7.4875	8.4469	8.0189	8.1017	8.0922	8.0911	8.204	8.0797	8.0106	7.6463	7.5161	7.7942	7.8522	7.836	8.0456	7.784	7.989	7.9286	7.6439	7.7228	8.0438	7.737	7.9513	7.6307	7.8067	7.6708	7.8791	8.1159	7.9697	8.0087	7.8926	7.9648	7.9719	7.9654	7.9391	8.0445	7.5648	7.5785	7.7453	7.7879	7.876	7.8336	8.0139	7.9778	7.836	8.0269	8.0968	8.2799	7.6496	7.3384	7.8544	7.6912	7.6724	7.583	8.0673	7.9354	7.9525	7.412	8.0308	7.8649	7.893	7.6196	7.8181	7.744	7.8131	7.9298	7.7372	7.7672	7.7108	7.6729	7.9361	7.7487	7.6684	7.7862	7.7121	7.5532	7.621	7.7889	8.0415	7.885	7.7124	8.1105	8.0355	8.4445	8.4502	8.6742	8.4563	7.6454	7.4397	8.1814	7.8448	8.0793	8.7617			FMN binding [GO:0010181]	
yddJ	5.5424	5.4633	5.4507	5.5837	4.982	5.3621	4.7164	4.7027	5.2466	4.9718	4.8751	4.928	4.8158	5.2687	5.2334	5.0135	4.5503	4.6259	4.7464	4.5134	4.7236	4.4378	4.9356	4.751	4.7432	4.8755	4.5661	5.0881	4.6841	4.6902	4.7814	4.8051	4.7664	4.8442	4.6545	4.7241	4.8365	4.8722	4.6864	4.7925	4.5535	4.7562	4.7958	4.8464	4.6758	4.7388	4.701	4.5616	4.722	4.8666	4.6776	4.6073	4.6705	4.8151	4.8171	4.4581	4.632	4.7739	4.6211	4.4511	4.6379	4.8515	4.712	4.667	4.507	4.6929	4.7216	4.8075	4.7747	4.5018	4.8332	4.6643	4.5984	4.3688	4.7506	4.5312	4.6237	4.7885	4.5574	4.5786	4.9842	4.7735	4.7474	4.6497	4.5544	4.9267	4.5404	4.6325	4.8329	4.7212	4.6461	4.4084	4.9028	4.681	4.6187	4.4096	4.9777	4.9834	4.4054	5.1869				
yddK	4.4144	4.4613	4.1963	4.5493	4.1482	4.2513	3.9401	4.1051	4.5174	4.0276	4.0953	4.0844	4.1231	4.2095	4.5545	4.1614	3.8483	4.0634	3.9789	3.8454	3.9384	3.8689	3.9896	3.9505	4.0479	3.9834	4.0129	4.2855	3.9307	4.0414	4.0216	4.0832	4.0268	4.2116	3.9388	4.135	4.0158	3.9969	3.9485	3.9813	3.8663	4.0574	3.9274	4.101	3.8519	4.0144	3.8505	3.9327	4.0189	4.065	3.9682	3.9088	3.8247	3.9725	4.0216	3.892	4.0057	4.255	4.1042	3.9871	3.9533	3.9715	4.069	3.952	3.8833	3.9403	4.0861	4.0357	4.0047	3.8484	3.9866	3.9213	4.037	3.8894	3.8691	3.8935	3.8808	3.9946	3.9217	4.0438	3.963	3.9908	4.0078	4.0051	3.9471	4.0312	3.9484	4.0564	3.9511	3.9834	4.0712	3.8674	4.2341	4.1163	4.1209	4.2472	4.4944	4.2141	3.9471	4.762				
yddL	7.1423	7.0234	6.901	7.1152	6.6722	6.9212	6.0912	6.1031	6.8394	6.7111	6.6424	6.6627	6.73	6.7875	6.9082	6.8174	6.4105	6.2647	6.5736	6.2622	6.2208	6.1857	6.5088	6.5935	6.5892	6.6933	6.4739	6.7785	6.5681	6.5323	6.6514	6.5819	6.7673	6.5296	6.6782	6.5367	6.5459	6.588	6.5734	6.6924	6.4367	6.7317	6.5654	6.5215	6.3851	6.4955	6.3543	6.4077	6.5197	6.4858	6.4422	6.3574	6.3763	6.5437	6.5882	6.3819	6.4361	6.4282	6.4243	6.1818	6.4404	6.6387	6.4883	6.515	6.3516	6.4344	6.6044	6.4031	6.5976	6.3373	6.6552	6.2655	6.3135	6.5961	6.472	6.3193	6.3508	6.5543	6.3351	6.3704	6.5924	6.5311	6.5478	6.8659	6.7258	7.0248	6.6831	6.9547	6.8105	6.8255	6.9668	6.697	6.6633	6.9032	6.4505	6.2798	6.9603	6.4293	6.6169	7.1786	ion transmembrane transport [GO:0034220]	cell outer membrane [GO:0009279]	porin activity [GO:0015288]	
yddM	7.3679	7.5718	7.1404	7.483	8.1997	7.3819	8.1065	8.0439	8.2358	8.0662	8.6993	8.5433	8.0811	8.2205	8.2572	8.3042	8.5965	8.1066	8.4827	8.6083	8.5499	8.5783	9.1059	8.8528	8.8848	8.2722	8.2649	8.463	8.2122	8.3573	8.3747	8.2507	8.5471	8.4217	8.5418	8.3736	8.3501	8.4069	8.5123	8.3925	8.658	8.744	8.8503	8.5299	8.7151	8.6446	8.5023	8.6864	8.5625	8.8943	8.5717	8.545	8.8099	9.0125	8.8881	8.5535	8.6166	8.6414	8.5773	8.4609	8.5509	8.7057	8.6848	8.7951	8.6098	8.4377	8.5433	8.4915	8.6233	8.6021	8.6304	8.7734	8.6694	8.5344	8.8956	8.7426	8.7668	8.765	8.7228	8.7808	8.5996	8.6653	8.3772	8.8463	8.5467	8.9705	8.839	8.6213	8.6254	8.8408	8.7079	8.5822	9.0082	9.0145	8.7419	8.9602	9.2407	8.6674	8.621	9.5227			DNA binding [GO:0003677]	
yddV	6.6935	6.2936	6.7681	7.1299	6.617	6.5642	5.986	6.0868	6.8347	6.5917	6.4867	6.6033	6.7489	6.9386	6.7957	6.8056	6.4143	6.8007	6.7428	6.8477	6.7799	6.7878	6.5836	6.5807	6.4784	6.6114	6.605	6.9086	6.453	6.5089	6.5523	6.4415	6.6258	6.6032	6.6171	6.4826	6.5241	6.55	6.4045	6.5918	7.73	7.6587	7.4892	6.936	6.6739	6.7951	6.9241	6.8821	7.2383	7.7703	7.5215	7.3863	7.729	7.5919	7.965	6.6833	6.7751	6.8441	6.5623	6.7406	6.4701	7.1909	7.361	6.8162	6.7479	7.3878	7.4838	7.2297	7.4373	7.4388	7.4964	7.7993	7.5921	7.74	7.9455	7.9319	7.8136	8.1299	7.9884	7.7214	7.6444	7.534	7.5359	7.4122	7.4965	7.6564	7.3515	7.2116	7.673	7.3685	8.4665	8.3754	8.2112	8.1893	7.3745	7.5195	7.6333	7.4803	7.5137	8.9631				
yddW	6.6426	6.5895	7.0018	7.278	7.2037	6.7332	6.9446	6.6352	7.7805	7.7104	7.4546	7.7642	7.6045	7.773	7.6492	7.7191	7.6938	8.0189	7.8715	7.4966	7.5849	7.5643	7.7808	7.9544	7.7749	7.6359	7.6817	7.9569	7.5575	7.4494	7.7979	7.4946	7.6077	7.4249	7.5249	7.504	7.6523	7.5985	7.5344	7.4589	7.9167	8.1062	7.7616	7.9235	7.8605	8.0173	7.7664	7.5276	7.7713	7.8282	7.8425	7.7426	7.5825	7.5863	7.7983	7.9169	8.0597	7.8861	7.7248	7.8239	7.7131	7.9539	8.3254	7.9947	7.7338	7.8334	7.8554	7.7461	7.9005	8.1185	8.0194	7.7713	7.5487	7.5881	7.8521	7.8028	7.876	7.8229	7.5359	7.8082	7.8387	7.9024	7.9785	8.0508	7.9517	8.2703	7.8448	7.9046	7.9965	7.9679	8.0648	8.2398	7.9277	7.8309	7.6433	7.7114	7.8189	7.8868	7.5696	8.6711				
ydeA	7.936	7.967	8.1422	8.3872	8.1149	7.9148	7.3802	7.4201	7.6269	7.6577	7.7814	8.1767	7.6165	7.8915	7.4661	7.5299	7.4517	7.5987	7.7643	7.2724	7.5911	7.352	7.7994	7.9455	7.7947	8.1648	8.3248	8.4916	7.6375	7.4464	7.835	7.6917	7.8734	7.603	7.8856	7.6384	8.0079	7.864	7.6995	7.7816	8.2244	8.5614	8.1521	8.3137	8.2546	8.7002	8.0104	8.0336	8.1456	8.5826	8.3419	8.3811	8.4558	8.2864	8.5089	8.3345	8.56	8.299	8.0057	8.168	8.0844	8.5051	8.6519	8.4806	8.2345	8.2251	8.1644	8.1024	8.1049	8.145	8.3091	8.1612	8.1041	8.0413	8.3802	8.4816	8.3781	8.2826	8.0911	8.6061	8.1981	7.9975	8.2028	8.3324	8.1789	8.5283	8.3475	8.2269	8.1662	8.1487	8.1325	8.1998	8.1339	8.1266	8.0005	8.1254	8.1508	8.0427	7.8351	8.7654				
ydeE	7.5335	8.0095	8.0984	8.3501	7.6158	7.6242	8.0976	7.8452	8.5427	8.5094	8.3449	8.4312	8.4835	8.2977	8.5101	8.602	8.5864	8.775	8.7333	8.8104	8.683	8.8617	8.3093	8.296	8.2757	8.2689	8.3705	8.5632	8.3875	8.2454	8.2396	8.3622	8.5618	8.3432	8.3883	8.5616	8.4807	8.5544	8.3252	8.539	8.1717	8.2966	8.2487	8.4024	8.2051	8.2541	8.3756	8.2678	8.6	8.3616	8.2688	8.2756	8.6079	8.5648	8.7242	8.2602	8.221	8.2826	8.2412	8.1912	8.1305	8.401	8.3243	8.2885	8.2239	8.0204	8.0716	8.0982	8.0922	8.2137	8.1888	8.0688	8.1603	7.9307	8.1943	8.1968	8.2666	8.1925	7.9767	8.1718	8.2043	8.2	8.1281	8.4776	8.5902	8.8957	8.5992	8.6492	8.6725	8.5988	8.767	8.6946	8.759	8.7615	8.6834	8.6979	8.8587	8.6248	8.4106	9.2377	dipeptide transmembrane transport [GO:0035442]| protein transport [GO:0015031]| transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]	dipeptide transmembrane transporter activity [GO:0071916]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}| Multi-pass membrane protein {ECO:0000305}.
ydeH	6.7516	6.7295	6.5706	7.0261	5.9287	6.5988	6.0951	5.9903	6.4852	6.4253	6.4127	6.4607	6.362	6.3743	6.6079	6.536	6.6388	6.689	6.5448	6.5564	6.3908	6.4139	6.3894	6.6026	6.3672	6.5311	6.6562	6.815	6.8873	6.5607	6.9827	6.9886	7.2004	6.9235	7.0335	7.2286	7.3077	7.3158	7.0681	7.3442	6.8651	7.0293	6.7634	7.1299	7.268	7.1455	7.2483	8.4926	7.0948	7.3261	7.4542	7.2685	7.8043	7.6937	7.5262	7.348	7.3274	7.1014	6.9064	7.0943	7.3762	7.3873	7.3982	7.0244	7.0333	6.7137	6.7046	7.0081	6.6976	6.7086	6.7554	6.7033	6.6572	6.5669	6.8118	6.8925	6.7997	6.7794	6.5244	6.805	6.6481	6.6888	6.7347	6.6297	6.4217	6.7247	6.7181	6.4678	6.7398	6.795	6.8121	6.73	7.1354	7.0282	6.6218	6.5255	7.052	6.9826	6.4317	7.1479				
ydeI	7.2439	7.3189	7.3043	7.5243	7.1549	7.1221	7.1913	7.0663	8.2764	8.1126	7.7238	7.7367	7.9708	7.9715	8.1569	8.1266	7.5281	7.6383	7.7258	7.8512	7.9642	7.9882	7.6671	7.8632	7.5819	7.9924	7.9504	8.0531	7.8125	7.8263	8.103	7.9552	8.2633	7.8757	8.1156	8.1722	8.0252	8.2267	7.9501	8.0454	8.1206	8.3601	8.3317	8.101	7.9907	7.8464	8.9209	9.2645	9.2632	10.261	9.7384	9.4775	10.865	10.495	10.908	8.2873	8.3518	8.0949	8.0372	7.8151	7.9375	9.0453	9.0255	8.0243	7.9211	8.141	8.122	8.5677	8.1384	8.0912	8.1407	8.379	8.4504	8.308	8.282	8.2358	8.209	8.4474	8.3034	8.3954	8.2759	8.3188	8.2239	7.8927	8.142	8.453	8.087	7.9683	8.3242	8.125	8.6573	8.5781	8.4795	8.4947	7.8114	7.8963	8.252	7.9275	7.9742	9.6505	cellular response to hydrogen peroxide [GO:0070301]| single-species biofilm formation on inanimate substrate [GO:0044011]			
ydeJ	7.1977	7.3414	7.1618	7.5367	7.2265	7.1618	6.6573	6.5765	7.327	7.1685	6.8987	6.9295	6.9841	7.136	7.3482	6.999	6.8922	7.1234	7.1447	7.3626	7.2923	7.3076	7.0001	7.1014	6.8922	6.7754	7.1473	7.3141	7.1568	7.2754	7.2615	7.3256	7.4334	7.3139	7.358	7.4647	7.5779	7.7504	7.3717	7.5994	7.2175	7.4068	7.3357	7.3171	7.2353	7.2365	7.7322	7.6589	7.9749	8.4672	8.0131	7.99	8.9114	8.5939	9.0056	7.3078	7.3332	7.3365	7.3258	7.1039	7.0981	7.6993	7.7585	7.2235	7.1872	7.044	7.2563	7.3112	7.2043	7.196	7.4157	7.3321	7.512	7.2096	7.4507	7.2366	7.3921	7.3868	7.1824	7.43	7.4296	7.3974	7.2712	6.9016	6.9795	7.1796	7.2456	6.8984	7.1773	7.1679	7.6238	7.5373	7.6242	7.3139	6.6883	6.8393	7.2409	6.8406	6.5587	8.224				
ydeK	7.2642	7.5293	7.3622	7.6666	7.5705	7.3916	7.2785	7.2419	7.5625	7.5284	7.9277	7.8574	7.8327	7.7736	7.3651	7.5436	7.7829	7.3939	7.8023	7.7127	7.868	7.7351	7.6811	7.4731	7.6997	7.4545	7.2461	7.5243	7.4359	7.6155	7.6047	7.3533	7.5578	7.3722	7.6081	7.665	7.2844	7.715	7.4614	7.6419	8.2619	8.3489	8.3075	8.4626	8.4949	8.6011	8.5929	8.5707	8.3336	8.7294	8.7302	8.5108	8.4181	8.5597	8.4175	8.6079	8.5637	8.7091	8.6739	8.5547	8.3767	8.9562	8.6208	8.574	8.6035	8.2024	8.0382	8.2898	8.2121	8.2248	8.2887	8.2164	8.1633	8.0385	8.265	8.0375	8.2522	8.2357	8.1391	8.15	8.1454	8.2879	8.0026	8.007	7.9132	8.0991	7.8542	7.9956	8.1619	8.1422	8.3786	8.1011	8.4383	8.4789	7.6869	7.7194	7.8294	7.7602	7.5404	8.3369		plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}| Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.
ydeM	5.2673	5.429	5.1555	5.35	4.8596	5.1496	4.8881	4.8816	6.4983	6.4308	5.3816	5.1394	5.7754	5.7635	5.9064	5.4479	5.5104	5.5198	5.6469	5.0915	5.2512	5.3373	5.029	5.5525	5.0078	5.2192	5.2832	5.558	5.2192	5.3448	5.4767	5.2829	5.3731	5.4574	5.2277	5.3747	5.1546	5.5338	5.1887	5.1712	4.9124	5.0477	4.977	4.9124	4.8528	4.9146	4.746	4.9712	4.898	4.9613	4.8901	4.6861	4.8278	4.758	5.1658	4.7574	4.9457	5.0855	4.8473	4.8475	4.8739	4.9778	5.0706	5.0383	4.7957	4.9759	5.082	4.8632	4.9649	4.7522	5.0254	4.8563	4.9644	4.6948	5.0166	4.9301	4.9623	5.0477	4.7401	4.9512	4.825	4.9683	4.9315	5.0621	5.3088	5.5318	5.2497	5.2242	5.4041	5.371	5.2193	5.2927	5.5304	5.5497	4.9534	5.1857	5.3773	5.4993	4.7789	6.0851	cellular response to DNA damage stimulus [GO:0006974]| protein maturation [GO:0051604]		4 iron, 4 sulfur cluster binding [GO:0051539]| metal ion binding [GO:0046872]| oxidoreductase activity [GO:0016491]	
ydeN	7.2568	7.2419	7.2641	7.3932	6.3509	6.9918	6.7435	6.6467	10.219	10.471	8.5527	8.7558	9.7078	9.208	9.011	8.9756	8.9332	9.1079	9.3013	9.2973	9.3861	9.4701	7.0534	7.1236	7.4119	7.9535	7.9616	8.2117	7.1578	7.3788	7.6216	7.52	7.5611	7.8289	7.2487	7.6394	7.3522	7.5422	7.1458	7.1359	6.7688	6.9397	6.9528	6.6481	6.5917	6.4772	6.4483	6.5779	6.5438	6.4605	6.72	6.5835	6.758	6.9684	6.5688	6.3517	6.4494	6.3976	6.6415	6.4454	6.5076	6.5776	6.6182	6.3953	6.5212	6.4127	6.7675	6.4669	6.6054	6.8103	6.7036	6.6249	6.5244	6.5727	6.5302	6.5467	6.6154	6.5157	6.3146	6.4331	6.6641	6.7037	6.5349	6.6587	6.6624	6.8699	6.2849	6.3005	7.9604	7.6269	7.9978	7.5669	8.391	8.8626	6.3803	6.5424	6.8181	7.8471	7.3819	6.9777		outer membrane-bounded periplasmic space [GO:0030288]	arylsulfatase activity [GO:0004065]| metal ion binding [GO:0046872]	
ydeO	6.1508	6.3502	6.3197	6.6463	5.3968	6.0964	5.3604	5.4601	6.2385	5.6921	5.6828	5.8437	5.8575	6.1958	6.2231	5.7886	5.5539	5.6474	5.8858	5.5699	5.5582	5.5094	5.6974	5.8425	5.5088	5.7146	6.1212	6.2055	5.8359	6.0155	6.3041	6.1119	6.2708	6.2018	6.1516	6.1443	5.6995	6.1241	6.0106	5.8146	5.5574	5.9342	5.6774	5.7359	5.7352	5.5955	5.4883	5.5898	5.5682	5.5435	5.6706	5.371	5.7834	5.659	5.7211	5.4385	5.5875	5.7369	5.5969	5.4273	5.4668	5.6668	5.8117	5.6797	5.4659	5.602	5.6675	5.7727	5.5219	5.5083	5.6155	5.6684	5.5509	5.335	5.7295	5.6096	5.5486	5.6723	5.4282	5.584	5.5561	5.6255	5.464	5.8756	5.7877	6.1506	5.8688	5.715	5.8987	5.7081	5.7513	5.9678	6.2586	6.1871	5.1756	5.4065	5.9845	5.7701	5.5811	6.6288	positive regulation of transcription, DNA-templated [GO:0045893]| transcription, DNA-templated [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]| sequence-specific DNA binding [GO:0043565]	
ydeP	6.3484	6.6365	6.4036	6.7752	6.3698	6.3309	6.5327	6.3883	6.7714	6.6123	6.4577	6.3722	6.5763	6.6833	6.6835	6.5139	6.2319	6.3937	6.4685	6.3469	6.1938	6.3467	6.501	6.7944	6.2472	6.6949	6.7201	6.7147	6.9114	6.9443	7.0017	6.9506	7.0186	6.9491	6.8689	6.8224	6.8898	6.9442	6.6924	6.8839	6.735	6.8892	6.7866	6.6964	6.6972	6.668	6.6173	6.5836	6.5837	6.8084	6.9668	6.6708	6.7209	6.6101	6.7618	6.5479	6.5585	6.7745	6.7001	6.7142	6.735	6.8089	6.8553	6.8682	6.6613	6.3803	6.6929	7.0224	6.7311	6.6872	6.7287	6.7037	6.9699	6.6316	6.6661	6.632	6.6487	6.8637	6.6048	6.8926	6.6735	6.6155	6.5957	6.4959	6.6336	6.7511	6.5766	6.4046	6.6877	6.7658	6.7322	6.5938	6.7976	6.6731	6.3238	6.3394	6.8688	6.699	6.2469	7.5115	response to acidic pH [GO:0010447]		4 iron, 4 sulfur cluster binding [GO:0051539]| formate dehydrogenase (NAD+) activity [GO:0008863]| molybdenum ion binding [GO:0030151]	
